authFullName_s,authIdHal_i,authIdHal_s,title_s,halId_s,producedDateY_i,doiId_s,keyword_s,abstract_s,uri_s,domain_s
"['Delphine Prou', 'W. J. Gu', 'Stéphane Le Crom', 'Jean-Didier Vincent', 'J. Salamero', 'Philippe Vernier']","[13760, 748114]","['stephane-le-crom', 'philippe-vernier']",['Intracellular retention of the two isoforms of the D(2) dopamine receptor promotes endoplasmic reticulum disruption.'],hal-00122165,2001,,"['Intrinsic activity', 'Cell compartments', 'Heterotrimeric G proteins']","['The dopamine D(2) receptor exists as a long (D(2a)) and a short (D(2b)) isoform generated by alternative splicing of the corresponding transcript, which modifies the length of the third cytoplasmic loop implicated in heterotrimeric G-protein-coupling. Anatomical data suggested that this segment regulates the intracellular traffic and localization of the receptor. To directly address this question we used a combination of tagging procedures and immunocytochemical techniques to detect each of the two D(2) receptor isoforms. Surprisingly, most of the newly synthesized receptors accumulate in large intracellular compartments, the plasma membrane being only weakly labeled, without significant difference between the two receptor isoforms. Double labeling experiments showed that this localization corresponded neither to endosomal compartments nor to the Golgi apparatus. The D(2) receptor is mostly retained in the endoplasmic reticulum (ER), the long isoform more efficiently than the short one. It is accompanied by a striking vacuolization of the ER, roughly proportional to the expression levels of the two receptor isoforms. This phenomenon is partly overcome by treatment with pertussis toxin. In addition, an intrinsic activity of the D(2) receptor isoforms is revealed by [(35)S]-GTP gamma S binding and cAMP assay, which suggested that expression of weakly but constitutively active D(2) receptors promotes activation of heterotrimeric G protein inside the secretory pathway. This mechanism may participate in the regulation of the cellular traffic of the D(2) receptors isoforms.']",https://hal.science/hal-00122165,"['0.sdv', '1.sdv.neu']"
['Stéphane Le Crom'],[13760],['stephane-le-crom'],"['Analyse comparée des récepteurs D1 de la dopamine chez les vertébrés : Définition des caractères fonctionnels spécifiques de chacun des sous-types du récepteur D1', 'Compared analysis of D1 dopamine receptors in vertebrates : Definition of specific functional parameters of each D1 receptor subtypes']",tel-00009188,2000,,"[""Récepteurs A1 de l'adénosine et Mitogen Activated Protein Kinase MAPK"", 'Récepteurs de la Dopamine D1', 'Vertébrés', 'Désensibilisation', 'Green Fluorescent Protein GFP', 'Evolution', 'Internalisation', ""Récepteurs A1 de l'adénosine et Mitogen Activated Protein Kinase MAPK""]","[""L'action de la dopamine dans les cellules est transmise par sa fixation sur des récepteurs qui appartiennent à deux classes, D1 et D2. Quatre sous-types du récepteur D1 (D1A, D1B/D5, D1C et D1D) ont été clonés jusqu'à présent chez les vertébrés. L'analyse évolutive montre que les sous-types D1A et D1B sont les plus conservés alors que les sous-types D1C et D1D sont absents chez les mammifères. Malgré cette diversité, les fonctions de la dopamine dans l'organisme ne peuvent pas être rapportées à l'action d'un sous-type précis. C'est pourquoi au cours de ce travail nous avons identifié des caractères fonctionnels capables de distinguer chacun des sous-types et de comprendre pour quelle raison ils ont été conservés chez les vertébrés. La désensibilisation est un des paramètres fonctionnels les plus important. Le récepteur D1A se caractérise par une baisse d'activité forte et biphasique, le récepteur D1B par un profil proche avec une amplitude plus faible conséquence de son activité constitutive. Enfin, le récepteur D1C ne semble pas être capable de se désensibiliser. La construction de chimères entre chacun des sous-types du récepteur D1 et la protéine GFP ont permis la visualisation des récepteurs au cours de la désensibilisation. Elles montrent que l'internalisation ne semble pas, pour les récepteurs D1 de la dopamine, intervenir dans le processus de désensibilisation fonctionnelle. L'activation simultanée des récepteurs A1 de l'adénosine bloque l'activité des récepteurs D1. L'analyse des voies de signalisation MAPK a montré que l'activation de la voie ERK était rapide et forte, et différente selon les sous-types. La voie p38 n'est que faiblement activée et la voie JNK semble ne pas l'être du tout. Il semble donc que les mécanismes d'activation et de régulation des voies de signalisation différencient les sous-types du récepteur D1 chez les vertébrés. Ces paramètres participent de façon majeure à la transmission régulée des fonctions de la dopamine dans l'organisme."", 'Dopamine effect is transmitted by its fixation on receptors that belong to two classes D1 and D2. Four D1 receptor subtypes (D1A, D1B/D5, D1C and D1D) were cloned until today in vertebrates. Evolutive analysis shows that D1A and D1B subtypes are the most conserved while D1C and D1D subtypes are missing in mammals. Despite this diversity, dopamine function in the whole organism cannot be assigned to one specific subtype action. For this reason, all along this work we have identified functional characters which may discriminate each of the subtypes and which help to understand why they were conserved in vertebrates. Desensitisation is one of the most important functional parameter of receptor cell biology. The D1A receptor desensitisation is characterised by a strong and biphasic decrease in activity. The D1B receptor exhibit a similar profile with a weaker amplitude due to its constitutive activity. The D1C receptor does not undergo any desensitisation. Construction of chimerical proteins between each of the D1 receptor subtypes and the GFP fluorescent protein allowed us to visualised the receptor during the desensitisation process. It shows that internalisation, of the D1 dopamine receptor does not occur in conjonction with the general process of desensitisation. These phenomenon are blurred by interaction with the A1 adenosine receptor. To conclude, the analysis of MAPK signalisation pathways show that ERK activation was fast and strong and differentiate each subtypes of the subtypes. Moreover, if the p38 pathway was only weakly activated, the JNK one does not show any activity. Thus, it appears so that differential activation and regulation of signalisation pathway discriminate D1 dopamine receptor subtypes in vertebrates. These parameters participate to the regulated transmission of dopamine functions in the whole organism.']",https://theses.hal.science/tel-00009188,"['0.sdv', '1.sdv.bc', '0.sdv', '1.sdv.neu']"
"['Delphine Dardalhon-Cuménal', 'Jérôme Deraze', 'Camille Dupont', 'Valérie Ribeiro', 'Anne Coleno-Costes', 'Juliette Pouch', 'Stéphane Le Crom', 'Hélène Thomassin', 'Vincent Debat', 'Neel B Randsholt', 'Frédérique Peronnet']","[1393595, 13760, 1172922, 738076, 14459]","['juliette-hamroune', 'stephane-le-crom', 'helene-thomassin-bourrel', 'vincent-debat', 'frederique-peronnet']",['Cyclin G and the Polycomb Repressive complexes PRC1 and PR-DUB cooperate for developmental stability'],hal-01921636,2018,10.1371/journal.pgen.1007498,,,https://hal.sorbonne-universite.fr/hal-01921636,"['0.sdv', '1.sdv.bdd']"
"['Arnaud Meng', 'Erwan Corre', 'Ian Probert', 'Andres Gutierrez-Rodriguez', 'Raffaele Siano', 'Anita Annamalé', 'Adriana A. Alberti', 'Corinne da Silva', 'Patrick Wincker', 'Stéphane Le Crom', 'Fabrice Not', 'Lucie Bittner']","[1386450, 756923, 751407, 183113, 908690, 757160, 13760, 742485, 736401]","['arnaud-meng', 'ian-probert', 'adriana-alberti', 'corinne-da-silva', 'patrick-wincker', 'stephane-le-crom', 'fabrice-not', 'luciebittner']",['Analysis of the genomic basis of functional diversity in dinoflagellates using a transcriptome-based sequence similarity network.'],hal-02879300,2018,10.1111/mec.14579,"['Genomics/proteomics', 'Microbial biology', 'Molecular evolution', 'Protists', 'Transcriptomics']","['Dinoflagellates are one of the most abundant and functionally diverse groups of eukaryotes. Despite an overall scarcity of genomic information for dinoflagellates, constantly emerging high-throughput sequencing resources can be used to characterize and compare these organisms. We assembled de novo and processed 46 dinoflagellate transcriptomes and used a sequence similarity network (SSN) to compare the underlying genomic basis of functional features within the group. This approach constitutes the most comprehensive picture to date of the genomic potential of dinoflagellates. A core-predicted proteome composed of 252 connected components (CCs) of putative conserved protein domains (pCDs) was identified. Of these, 206 were novel and 16 lacked any functional annotation in public databases. Integration of functional information in our network analyses allowed investigation of pCDs specifically associated with functional traits. With respect to toxicity, sequences homologous to those of proteins found in species with toxicity potential (e.g., sxtA4 and sxtG) were not specific to known toxin-producing species. Although not fully specific to symbiosis, the most represented functions associated with proteins involved in the symbiotic trait were related to membrane processes and ion transport. Overall, our SSN approach led to identification of 45,207 and 90,794 specific and constitutive pCDs of, respectively, the toxic and symbiotic species represented in our analyses. Of these, 56% and 57%, respectively (i.e., 25,393 and 52,193 pCDs), completely lacked annotation in public databases. This stresses the extent of our lack of knowledge, while emphasizing the potential of SSNs to identify candidate pCDs for further functional genomic characterization.']",https://hal.sorbonne-universite.fr/hal-02879300,"['0.sdv', '1.sdv.bbm', '2.sdv.bbm.gtp', '0.sdv', '1.sdv.bibs']"
"['Arnaud Meng', 'Erwan Corre', 'Pierre Peterlongo', 'Camille Marchet', 'Adriana A. Alberti', 'Corinne da Silva', 'Patrick Wincker', 'Ian Probert', 'Noritoshi Suzuki', 'Stéphane Le Crom', 'Lucie Bittner', 'Fabrice Not']","[756923, 171998, 170261, 183113, 908690, 757160, 751407, 13760, 736401, 742485]","['pierre-peterlongo', 'camille-marchet', 'adriana-alberti', 'corinne-da-silva', 'patrick-wincker', 'ian-probert', 'stephane-le-crom', 'luciebittner', 'fabrice-not']",['A transcriptomic approach to study marine plankton holobionts'],hal-01575069,2017,,,"['Symbiosis is a widespread phenomenon in the biosphere. In marine benthic environments breakdown of symbiosis is responsible for coral bleaching and dramatically affects coral reef ecosystems functioning [1]. In the water column, planktonic organisms are key component of pelagic ecosystems and a number of species form mutualistic association with microalgae forming a photosymbiosis [2]. </br></br> Here we intended to investigate the genetic basis of photosymbiosis, through a transcriptomic approach on marine plankton organisms. We focused more specifically on associations occurring between radiolarian host (protist, zooplankton) and dinoflagellates symbiont (protist, phytoplankton) living inside the host cell. It has recently been highlighted that these holobionts are widespread in oligotrophic open oceans and there are also evidences of their fundamental implication in biogeochemical carbon, silica and strontium cycles [3, 4, 5, 6]. </br></br> RNA-seq technologies allow obtaining an unprecedented amount of data for unicellular organisms isolated from the environment [7]. The study of such non-model holobionts datasets requires de novo assembly, which implies considerable computational resources and the potential production of chimeric sequences [8, 9].</br></br> We therefore developed an original strategy aiming at accelerating and improving de novo assembly for holobiont datasets. We chose SIMKA [10] a fast kmer-based method initially developed to estimate the similarity between numerous metagenomic datasets, and which has been recently adapted to extract their common sequences. As our symbionts are identified, we used SIMKA to compare our holobionts transcriptomes to publicly available dinoflagellates transcriptomes [11] generating two datasets, one composed of reads from the symbionts and another with reads from the host (for which no reference data are currently available). Independent assemblies were then performed in parallel, accelerating the study process, and minimizing the proportion of resulting chimeric sequences. Our strategy produced a unique and comprehensive genomic dataset for Radiolaria [12, 13], and offers a pragmatic, large scale, comparison strategy to assemble and study holobionts [9]. Our new sequences obtained from holobionts study will be used for phylogenomics investigation, as reference for environmental metagenomic studies and ultimately to understand and characterize the molecular basis of symbiotic relationships in the plankton.</br></br> Bibliographic references</br></br> [1] Simon K. Davy, Denis Allemand, and Virginia M. Weis. “Cell Biology of Cnidarian-Dinoflagellate Symbiosis”. In: Microbiology and Molecular Biology Reviews 76.2 (June 1, 2012), pp. 229–261. issn: 1092-2172, 1098- 5557. doi: 10.1128/MMBR.05014-11.</br></br> [2] Janouškovec, J. et al. “Major transitions in dinoflagellate evolution unveiled by phylotranscriptomics”. in: PNAS 201614842 (2016). doi:10.1073/pnas.1614842114</br></br> [3] Tristan Biard et al. “In situ imaging reveals the biomass of giant protists in the global ocean”. In: Nature advance online publication (Apr. 20, 2016). issn: 0028-0836. doi: 10.1038/nature17652.</br></br> [4] Lionel Guidi et al. “Plankton networks driving carbon export in the olig- otrophic ocean”. In: Nature 532.7600 (Apr. 28, 2016), pp. 465–470. issn: 0028-0836. doi: 10.1038/nature16942.</br></br> [5] Diane K. Stoecker et al. “Acquired phototrophy in aquatic protists”. In: Aquatic Microbial Ecology 57.3 (Nov. 24, 2009), pp. 279–310. doi: 10.3354/ame01340.</br> </br> [6] Johan Decelle et al. “An original mode of symbiosis in open ocean plankton”. In: Proceedings of the National Academy of Sciences 109.44 (Oct. 30, 2012), pp. 18000–18005. issn: 0027-8424, 1091-6490. doi: 10.1073/pnas.1212303109.</br></br> [7] Sergio Balzano et al. “Transcriptome analyses to investigate symbiotic relationships between marine protists”. In: Frontiers in Microbiology 6 (Mar. 17, 2015). issn: 1664-302X. doi: 10.3389/fmicb.2015.00098.</br></br> [8] Li, B. et al. “Evaluation of de novo transcriptome assemblies from RNA-Seq data”. In: Genome Biology 15, 553 (2014).</br> </br> [9] Sangwan, N., Xia, F. & Gilbert, J. A. “Recovering complete and draft population genomes from metagenome datasets”. In: Microbiome 4, 8 (2016).</br></br> [10] Gaëtan Benoit et al. “Multiple comparative metagenomics using mul- tiset k -mer counting”. In: PeerJ Computer Science 2 (Nov. 14, 2016). doi: 10.7717/peerj-cs.94.</br></br> [11] Patrick J. Keeling et al. “The Marine Microbial Eukaryote Transcriptome Sequencing Project (MMETSP): Illuminating the Functional Diversity of Eukaryotic Life in the Oceans through Transcriptome Sequencing”. In: PLOS Biol 12.6 (June 2014), e1001889. issn: 1545-7885. doi: 10.1371/journal.pbio.1001889.</br></br> [12] Burki, F. et al. “Evolution of Rhizaria: new insights from phylogenomic analysis of uncultured protists”. In BMC Evolutionary Biology 10, 377 (2010).']",https://inria.hal.science/hal-01575069,"['0.info', '1.info.info-bi']"
"['Noémie Mazaré', 'Marc Oudart', 'Julien Moulard', 'Giselle Cheung', 'Romain Tortuyaux', 'Philippe Mailly', 'David Mazaud', 'Alexis-Pierre Bemelmans', 'Anne-Cécile Boulay', 'Corinne Blugeon', 'Laurent Jourdren', 'Stéphane Le Crom', 'Nathalie Rouach', 'Martine Cohen-Salmon']","[782807, 181872, 780290, 763516, 797960, 173565, 752294, 185000, 185045, 13760, 182459, 930466]","['marc-oudart', 'alexis-bemelmans', 'anne-cecileboulay', 'corinne-blugeon', 'laurent-jourdren', 'stephane-le-crom', 'nathalie-rouach', 'martine-cohen-salmon']",['Local Translation in Perisynaptic Astrocytic Processes Is Specific and Changes after Fear Conditioning'],hal-03013688,2020,10.1016/j.celrep.2020.108076,,"['Local translation is a conserved mechanism conferring cells the ability to quickly respond to local stimuli. In the brain, it has been recently reported in astrocytes, whose fine processes contact blood vessels and synapses. Yet the specificity and regulation of astrocyte local translation remain unknown. We study hippocampal perisynaptic astrocytic processes (PAPs) and show that they contain the machinery for translation. Using a refined immunoprecipitation technique, we characterize the entire pool of ribosome-bound mRNAs in PAPs and compare it with the one expressed in the whole astrocyte. We find that a specific pool of mRNAs is highly polarized at the synaptic interface. These transcripts encode an unexpected molecular repertoire, composed of proteins involved in iron homeostasis, translation, cell cycle, and cytoskeleton. Remarkably, we observe alterations in global RNA distribution and ribosome-bound status of some PAP-enriched transcripts after fear conditioning, indicating the role of astrocytic local translation in memory and learning.']",https://hal.science/hal-03013688,"['0.sdv', '1.sdv.neu', '2.sdv.neu.nb']"
"['Stéphanie Chasseigneaux', 'Yasmine Moraca', 'Véronique Cochois-Guégan', 'Anne-Cécile Boulay', 'Alice Gilbert', 'Stéphane Le Crom', 'Corinne Blugeon', 'Cyril Firmo', 'Salvatore Cisternino', 'Jean-Louis Laplanche', 'Emmanuel Curis', 'Xavier Declèves', 'Bruno Saubaméa']","[928911, 752294, 13760, 185000, 766015, 744010, 1177019, 920162]","['anne-cecileboulay', 'stephane-le-crom', 'corinne-blugeon', 'emmanuel-curis', 'bruno-saubamea']",['Isolation and differential transcriptome of vascular smooth muscle cells and mid-capillary pericytes from the rat brain'],hal-01868957,2018,10.1038/s41598-018-30739-5,,"['Brain mural cells form a heterogeneous family which significantly contributes to the maintenance of the blood-brain barrier and regulation of the cerebral blood flow. Current procedures to isolate them cannot specifically separate their distinct subtypes, in particular vascular smooth muscle cells (VSMCs) and mid-capillary pericytes (mcPCs), which differ among others by their expression of smooth muscle actin (SMA). We herein describe an innovative method allowing SMA + VSMCs and SMA − mcPCs to be freshly isolated from the rat cerebral cortex. Using differential RNA-Seq analysis, we then reveal the specific gene expression profile of each subtype. Our results refine the current description of the role of VSMCs in parenchymal cortical arterioles at the molecular level and provide a unique platform to identify the molecular mechanisms underlying the specific functions of mcPCs in the brain vasculature.']",https://hal.sorbonne-universite.fr/hal-01868957,"['0.sdv', '1.sdv.neu', '2.sdv.neu.nb', '0.sdv', '1.sdv.bbm', '2.sdv.bbm.gtp']"
"['Ivanova Christa', 'Ramoni Jonas', 'Thiziri Aouam', 'Frischmann Alexa', 'Bernhard Seiboth', 'Scott E Baker', 'Stéphane Le Crom', 'Sophie Lemoine', 'Antoine Margeot', 'Frédérique Bidard']","[919335, 13760, 908599, 919327]","['stephane-le-crom', 'lemoine-sophie']",['Genome sequencing and transcriptome analysis of Trichoderma reesei QM9978 strain reveals a distal chromosome translocation to be responsible for loss of vib1 expression and loss of cellulase induction'],hal-01592860,2017,10.1186/s13068-017-0897-7,,"['Abstract Background: The hydrolysis of biomass to simple sugars used for the production of biofuels in biorefneries requires the action of cellulolytic enzyme mixtures. During the last 50 years, the ascomycete Trichoderma reesei, the main source of industrial cellulase and hemicellulase cocktails, has been subjected to several rounds of classical mutagenesis with the aim to obtain higher production levels. During these random genetic events, strains unable to produce cellulases were generated. Here, whole genome sequencing and transcriptomic analyses of the cellulase-negative strain QM9978 were used for the identifcation of mutations underlying this cellulase-negative phenotype. Results: Sequence comparison of the cellulase-negative strain QM9978 to the reference strain QM6a identifed a total of 43 mutations, of which 33 were located either close to or in coding regions. From those, we identifed 23 single-nucleotide variants, nine InDels, and one translocation. The translocation occurred between chromosomes V and VII, is located upstream of the putative transcription factor vib1, and abolishes its expression in QM9978 as detected during the transcriptomic analyses. Ectopic expression of vib1 under the control of its native promoter as well as overexpression of vib1 under the control of a strong constitutive promoter restored cellulase expression in QM9978, thus confrming that the translocation event is the reason for the cellulase-negative phenotype. Gene deletion of vib1 in the moderate producer strain QM9414 and in the high producer strain Rut-C30 reduced cellulase expression in both cases. Overexpression of vib1 in QM9414 and Rut-C30 had no efect on cellulase production, most likely because vib1 is already expressed at an optimal level under normal conditions. Conclusion: We were able to establish a link between a chromosomal translocation in QM9978 and the cellulasenegative phenotype of the strain. We identifed the transcription factor vib1 as a key regulator of cellulases in T. reesei whose expression is absent in QM9978. We propose that in T. reesei, as in Neurospora crassa, vib1 is involved in cellulase induction, although the exact mechanism remains to be elucidated. The data presented here show an example of a combined genome sequencing and transcriptomic approach to explain a specifc trait, in this case the QM9978 cellulase-negative phenotype, and how it helps to better understand the mechanisms during cellulase gene regulation. When focusing on mutations on the single base-pair level, changes on the chromosome level can be easily']",https://hal.sorbonne-universite.fr/hal-01592860,"['0.sdv', '1.sdv.mp', '2.sdv.mp.bac', '0.sdv', '1.sdv.bbm', '2.sdv.bbm.gtp']"
"['Hugo Botebol', 'Gaëlle Lelandais', 'Christophe Six', 'Emmanuel Lesuisse', 'Arnaud Meng', 'Lucie Bittner', 'Stéphane Le Crom', 'Robert Sutak', 'Jean-Claude Lozano', 'Philippe Schatt', 'Valérie Vergé', 'Stéphane Blain', 'François-Yves Bouget']","[879919, 1027447, 738832, 1386450, 736401, 13760, 854564]","['christophe-six', 'emmanuel-lesuisse', 'arnaud-meng', 'luciebittner', 'stephane-le-crom']",['Acclimation of a low iron adapted Ostreococcus strain to iron limitation through cell biomass lowering'],hal-01502140,2017,10.1038/s41598-017-00216-6,,"['Iron is an essential micronutrient involved in many biological processes and is often limiting for primary production in large regions of the World Ocean. Metagenomic and physiological studies have identified clades or ecotypes of marine phytoplankton that are specialized in iron depleted ecological niches. Although less studied, eukaryotic picophytoplankton does contribute significantly to primary production and carbon transfer to higher trophic levels. In particular, metagenomic studies of the green picoalga Ostreococcus have revealed the occurrence of two main clades distributed along coast-offshore gradients, suggesting niche partitioning in different nutrient regimes. Here, we present a study of the response to iron limitation of four Ostreococcus strains isolated from contrasted environments. Whereas the strains isolated in nutrient-rich waters showed high iron requirements, the oceanic strains could cope with lower iron concentrations. The RCC802 strain, in particular, was able to maintain high growth rate at low iron levels. Together physiological and transcriptomic data indicate that the competitiveness of RCC802 under iron limitation is related to a lowering of iron needs though a reduction of the photosynthetic machinery and of protein content, rather than to cell size reduction. Our results overall suggest that iron is one of the factors driving the differentiation of physiologically specialized Ostreococcus strains in the ocean.']",https://hal.sorbonne-universite.fr/hal-01502140,"['0.sdu', '1.sdu.stu', '2.sdu.stu.oc']"
"['Sanjiveeni Dhamgaye', 'Maria Bernard', 'Gaëlle Lelandais', 'Odile Sismeiro', 'Sophie Lemoine', 'Jean-Yves Coppée', 'Stéphane Le Crom', 'Rajendra Prasad', 'Frédéric Devaux']","[930332, 744400, 879919, 758477, 908599, 746349, 13760, 930334, 918862]","['maria-bernard', 'lemoine-sophie', 'jean-yves-coppee', 'stephane-le-crom', 'frederic-devaux']",['RNA sequencing revealed novel actors of the acquisition of drug resistance in Candida albicans.'],inserm-00733893,2012,10.1186/1471-2164-13-396,"['Candida albicans', 'Multidrug resistance', 'Yeast', 'RNA-seq', 'CZF1']","['ABSTRACT: BACKGROUND: Drug susceptible clinical isolates of Candida albicans frequently become highly tolerant to drugs during chemotherapy, with dreadful consequences to patient health. We used RNA sequencing (RNA-seq) to analyze the transcriptomes of a CDR (Candida Drug Resistance) strain and its isogenic drug sensitive counterpart. RESULTS: RNA-seq unveiled differential expression of 228 genes including a) genes previously identified as involved in CDR, b) genes not previously associated to the CDR phenotype, and c) novel transcripts whose function as a gene is uncharacterized. In particular, we show for the first time that CDR acquisition is correlated with an overexpression of the transcription factor encoding gene CZF1. CZF1 null mutants were susceptible to many drugs, independently of known multidrug resistance mechanisms. We show that CZF1 acts as a repressor of beta-glucan synthesis, thus negatively regulating cell wall integrity. Finally, our RNA-seq data allowed us to identify a new transcribed region, upstream of the TAC1 gene, which encodes the major CDR transcriptional regulator. CONCLUSION: Our results open new perspectives of the role of Czf1 and of our understanding of the transcriptional and post-transcriptional mechanisms that lead to the acquisition of drug resistance in C. albicans, with potential for future improvements of therapeutic strategies.']",https://inserm.hal.science/inserm-00733893,"['0.sdv', '1.sdv.bbm', '2.sdv.bbm.gtp']"
"['Stéphane Le Crom', 'Marika Kapsimali', 'Pierre-Olivier Barôme', 'Philippe Vernier']","[13760, 748114]","['stephane-le-crom', 'philippe-vernier']",['Dopamine receptors for every species : Gene duplications and functional diversification in Craniates.'],hal-02900002,2003,10.1007/978-94-010-0263-9,,,https://hal.sorbonne-universite.fr/hal-02900002,"['0.sdv', '1.sdv.bbm', '2.sdv.bbm.gtp', '0.sdv', '1.sdv.bibs']"
"['Sophie Lemoine', 'Florence Combes', 'Stéphane Le Crom']","[908599, 13760]","['lemoine-sophie', 'stephane-le-crom']",['An evaluation of custom microarray applications: the oligonucleotide design challenge'],hal-02879348,2009,10.1093/nar/gkp053,,"['The increase in feature resolution and the availability of multipack formats from microarray providers has opened the way to various custom genomic applications. However, oligonucleotide design and selection remains a bottleneck of the microarray workflow. Several tools are available to perform this work, and choosing the best one is not an easy task, nor are the choices obvious. Here we review the oligonucleotide design field to help users make their choice. We have first performed a comparative evaluation of the available solutions based on a set of criteria including: ease of installation, user-friendly access, the number of parameters and settings available. In a second step, we chose to submit two real cases to a selection of programs. Finally, we used a set of tests for the in silico benchmark of the oligo sets obtained from each type of software. We show that the design software must be selected according to the goal of the scientist, depending on factors such as the organism used, the number of probes required and their localization on the target sequence. The present work provides keys to the choice of the most relevant software, according to the various parameters we tested.']",https://hal.sorbonne-universite.fr/hal-02879348,"['0.sdv', '1.sdv.bbm', '2.sdv.bbm.gtp', '0.sdv', '1.sdv.bibs']"
"['Laurent Jourdren', 'Maria Bernard', 'Marie-Agnès Dillies', 'Stéphane Le Crom']","[185045, 744400, 746907, 13760]","['laurent-jourdren', 'maria-bernard', 'marie-agnes-dillies', 'stephane-le-crom']",['Eoulsan: a cloud computing-based framework facilitating high throughput sequencing analyses.'],hal-02879328,2012,10.1093/bioinformatics/bts165,,"['We developed a modular and scalable framework called Eoulsan, based on the Hadoop implementation of the MapReduce algorithm dedicated to high-throughput sequencing data analysis. Eoulsan allows users to easily set up a cloud computing cluster and automate the analysis of several samples at once using various software solutions available. Our tests with Amazon Web Services demonstrated that the computation cost is linear with the number of instances booked as is the running time with the increasing amounts of data.']",https://hal.sorbonne-universite.fr/hal-02879328,"['0.sdv', '1.sdv.bbm', '2.sdv.bbm.gtp', '0.sdv', '1.sdv.bibs']"
"['Dante Poggi-Parodi', 'Frédérique Bidard', 'Aurélie Pirayre', 'Thomas Portnoy', 'Corinne Blugeon', 'Bernhard Seiboth', 'Christian P Kubicek', 'Stéphane Le Crom', 'Antoine Margeot']","[749637, 185000, 13760, 963672]","['aurelie-pirayre', 'corinne-blugeon', 'stephane-le-crom']",['Kinetic transcriptome analysis reveals an essentially intact induction system in a cellulase hyper-producer Trichoderma reesei strain'],hal-01112360,2014,10.1186/s13068-014-0173-z,"['Transcriptome', 'Cellulase', 'Systems biology', 'Fed-batch', 'Biofuels', 'Trichoderma reesei']","['Background: The filamentous fungus Trichoderma reesei is the main industrial cellulolytic enzyme producer. Several strains have been developed in the past using random mutagenesis, and despite impressive performance enhancements, the pressure for low-cost cellulases has stimulated continuous research in the field. In this context, comparative study of the lower and higher producer strains obtained through random mutagenesis using systems biology tools (genome and transcriptome sequencing) can shed light on the mechanisms of cellulase production and help identify genes linked to performance. Previously, our group published comparative genome sequencing of the lower and higher producer strains NG 14 and RUT C30. In this follow-up work, we examine how these mutations affect phenotype as regards the transcriptome and cultivation behaviour. Results: We performed kinetic transcriptome analysis of the NG 14 and RUT C30 strains of early enzyme production induced by lactose using bioreactor cultivations close to an industrial cultivation regime. RUT C30 exhibited both earlier onset of protein production (3 h) and higher steady-state productivity. A rather small number of genes compared to previous studies were regulated (568), most of them being specific to the NG 14 strain (319). Clustering analysis highlighted similar behaviour for some functional categories and allowed us to distinguish between induction-related genes and productivity-related genes. Cross-comparison of our transcriptome data with previously identified mutations revealed that most genes from our dataset have not been mutated. Interestingly, the few mutated genes belong to the same clusters, suggesting that these clusters contain genes playing a role in strain performance. Conclusions: This is the first kinetic analysis of a transcriptomic study carried out under conditions approaching industrial ones with two related strains of T. reesei showing distinctive cultivation behaviour. Our study sheds some light on some of the events occurring in these strains following induction by lactose. The fact that few regulated genes have been affected by mutagenesis suggests that the induction mechanism is essentially intact compared to that for the wild-type isolate QM6a and might be engineered for further improvement of T. reesei. Genes from two specific clusters might be potential targets for such genetic engineering.']",https://hal.sorbonne-universite.fr/hal-01112360,"['0.sdv', '1.sdv.bbm', '2.sdv.bbm.bc']"
"['Y. Saint-Georges', 'M. Garcia', 'T. Delaveau', 'Stéphane Le Crom', 'S. Lemoine', 'V. Tanty', 'F. Devaux*']","[13760, 908599]","['stephane-le-crom', 'lemoine-sophie']",['Yeast mitochondrial biogenesis : a role for the PUF RNA binding protein Puf3p in mRNA localization'],hal-00333137,2008,,,,https://hal.science/hal-00333137,"['0.sdv', '1.sdv.bbm']"
