authFullName_s,authIdHal_i,authIdHal_s,title_s,halId_s,producedDateY_i,doiId_s,keyword_s,abstract_s,uri_s,domain_s,llama3-8b-8192,llama3-70b-8192
"['Mathilde Gaudel', 'Jan H. Orkisz', 'Maryvonne Gerin', 'Jérôme Pety', 'Antoine Roueff', 'Antoine Marchal', 'François Levrier', 'Marc-Antoine Miville-Deschênes', 'Javier R. Goicoechea', 'Evelyne Roueff', 'Franck Le Petit', 'Victor de Souza Magalhaes', 'Pierre Palud', 'Miriam G. Santa-Maria', 'Maxime Vono', 'Sébastien Bardeau', 'Emeric Bron', 'Pierre Chainais', 'Jocelyn Chanussot', 'Pierre Gratier', 'Viviana Guzman', 'Annie Hughes', 'Jouni Kainulainen', 'David Languignon', 'Jacques Le Bourlot', 'Harvey Liszt', 'Karin Öberg', 'Nicolas Peretto', 'Albrecht Sievers', 'Pascal Tremblin']","[1271865, 950936, 741816, 1218750, 1108309, 21313]","['antoine-roueff', 'francois-levrier', 'marc-antoine-miville-deschenes', 'miriam-g-santa-maria', 'jocelyn-chanussot']",Gas kinematics around filamentary structures in the Orion B cloud,obspm-03994002,2022,10.1051/0004-6361/202142109,"['Astrophysics', 'Astrophysics of Galaxies']","['Understanding the initial properties of star-forming material and how they affect the star formation process is key. From an observational point of view, the feedback from young high-mass stars on future star formation properties is still poorly constrained. In the framework of the IRAM 30m ORION-B large program, we obtained observations of the translucent and moderately dense gas, which we used to analyze the kinematics over a field of 5 deg^2 around the filamentary structures. We used the ROHSA algorithm to decompose and de-noise the C18O(1-0) and 13CO(1-0) signals by taking the spatial coherence of the emission into account. We produced gas column density and mean velocity maps to estimate the relative orientation of their spatial gradients. We identified three cloud velocity layers at different systemic velocities and extracted the filaments in each velocity layer. The filaments are preferentially located in regions of low centroid velocity gradients. By comparing the relative orientation between the column density and velocity gradients of each layer from the ORION-B observations and synthetic observations from 3D kinematic toy models, we distinguish two types of behavior in the dynamics around filaments: (i) radial flows perpendicular to the filament axis that can be either inflows (increasing the filament mass) or outflows and (ii) longitudinal flows along the filament axis. The former case is seen in the Orion B data, while the latter is not identified. We have also identified asymmetrical flow patterns, usually associated with filaments located at the edge of an HII region. This is the first observational study to highlight feedback from HII regions on filament formation and, thus, on star formation in the Orion B cloud. This simple statistical method can be used for any molecular cloud to obtain coherent information on the kinematics.']",https://hal-obspm.ccsd.cnrs.fr/obspm-03994002,"['0.phys', '1.phys.astr']","['star formation' 'filamentary structures' 'Orion B' 'gas kinematics'
 'feedback' 'molecular cloud' 'kinematics']","['star formation' 'gas kinematics' 'filamentary structures'
 'Orion B cloud' 'molecular cloud' 'HII region' 'star-forming material'
 'velocity gradients' 'column density']"
"['Javier R. Goicoechea', 'S. Cuadrado', 'J. Pety', 'E. Bron', 'J. H. Black', 'J. Cernicharo', 'E. Chapillon', 'A. Fuente', 'Maryvonne Gerin']","[782092, 174652, 15636, 755513, 761414, 169617]","['jerome-pety', 'emeric-bron', 'gerin']",Spatially resolved images of reactive ions in the Orion Bar,hal-01516644,2017,10.1051/0004-6361/201730716,['Astrophysics - Astrophysics of Galaxies'],"['We report high angular resolution (4.9"" x 3.0"") images of reactive ions SH+, HOC+, and SO+ toward the Orion Bar photodissociation region (PDR). We used ALMA-ACA to map several rotational lines at 0.8 mm, complemented with multi-line observations obtained with the IRAM 30m telescope. The SH+ and HOC+ emission is restricted to a narrow layer of 2""- to 10""-width (~800 to 4000 AU depending on the assumed PDR geometry) that follows the vibrationally excited H2^* emission. Both ions efficiently form very close to the H/H2 transition zone, at a depth of A_V < 1 mag into the neutral cloud, where abundant C+, S+, and H2^* coexist. SO+ peaks slightly deeper into the cloud. The observed ions have low rotational temperatures (T_rot~10-30 K << T_k) and narrow line-widths (~2-3 km/s), a factor of ~2 narrower that those of the lighter reactive ion CH+. This is consistent with the higher reactivity and faster radiative pumping rates of CH+ compared to the heavier ions, which are driven relatively faster toward smaller velocity dispersion by elastic collisions and toward lower T_rot by inelastic collisions. We estimate column densities and average physical conditions from a non-LTE excitation model (n(H2)~10^5-10^6 cm^-3, n(e^-)~10 cm^-3, and T_k~200 K). Regardless of the excitation details, SH+ and HOC+ clearly trace the most exposed layers of the UV-irradiated molecular cloud surface, whereas SO+ arises from slightly more shielded layers.']",https://hal.science/hal-01516644,"['0.sdu', '1.sdu.astr', '2.sdu.astr.co']","['Orion Bar' 'reactive ions' 'SH+' 'HOC+' 'SO+' 'ALMA-ACA' 'IRAM 30m'
 'photodissociation region' 'PDR' 'H2' 'neutral cloud'
 'rotational temperatures']","['Orion Bar' 'photodissociation region' 'PDR' 'ALMA-ACA' 'IRAM 30m' 'SH+'
 'HOC+' 'SO+' 'rotational lines' 'vibrationally excited H2' 'C+' 'S+' 'H2'
 'reactive ions' 'angular resolution' 'molecular cloud']"
"['Philippe Zarka', 'J.-L. Bougeret', 'Cyril Briand', 'B. Cecconi', 'Heino Falcke', 'J. Girard', 'Jean-Mathias Griessmeier', 'Sebastien Hess', 'Marc Klein-Wolt', 'A. Konovalenko', 'L. Lamy', 'D. Mimoun', 'A. Aminaei']","[935210, 1119381, 755196, 737206, 21228, 767634]","['baptiste-cecconi', 'jean-mathias-griessmeier', 'laurent-lamy']",Planetary and exoplanetary low frequency radio observations from the Moon,hal-00772931,2012,10.1016/j.pss.2012.08.004,"['Saturn', 'Jupiter', 'Planets', 'Lunar radio array', 'Hot Jupiters', 'Exoplanets', 'Neptune', 'Uranus', 'Radioastronomy', 'Moon', 'Radio emission', 'Goniopolarimetry', 'Galactic background', 'Thermal noise', 'Lightning', 'Magnetosphere', 'Aurora']","['We analyze the planetary and exoplanetary science that can be carried out with precursor as well as future low frequency radio instruments on the Moon, assessing the limiting noise sources, comparing them to the average and peak spectra of all planetary radio components as they will be seen from the Lunar surface or orbit. We identify which objectives will be accessible with each class of instrument, and discuss the interest of these observations compared to observations by planetary probes and to ground-based observations by large low-frequency radio arrays. The interest of goniopolarimetry is emphasized for pathfinder missions.']",https://hal.science/hal-00772931,"['0.sdu', '1.sdu.astr', '2.sdu.astr.ep', '0.phys', '1.phys.astr', '2.phys.astr.ep']","['Planetary' 'exoplanetary' 'low frequency radio' 'Moon' 'instruments'
 'radio instruments' 'noise sources' 'spectra' 'Lunar' 'objectives'
 'pathfinder' 'goniopolarimetry']","['planetary' 'exoplanetary' 'science' 'low frequency' 'radio' 'Moon'
 'instruments' 'noise' 'spectra' 'Lunar' 'surface' 'orbit' 'objectives'
 'observations' 'probes' 'goniopolarimetry' 'pathfinder' 'missions']"
"['Vincent Génot', 'E. Budnik', 'C. Jacquey', 'M. Bouchemit', 'B. Renard', 'N. Dufourg', 'N. André', 'Baptiste Cecconi', 'H. Si Hadj Mohand', 'C. Tao', 'B. Besson', 'D. Heulet', 'D. Boucon', 'J. Durand', 'N. Bourrel', 'Q. Brzustowski', 'N. Jourdane', 'R. Hitier', 'P. Garnier', 'B. Grison', 'N. Aunai', 'A. Jeandet', 'F. Cabrolie']","[944147, 1119381, 736383, 735823]","['vincent-genot', 'baptiste-cecconi', 'nicolas-aunai', 'alexis-jeandet']",Automated Multi-Dataset Analysis (AMDA): An on-line database and analysis tool for heliospheric and planetary plasma data,insu-03195355,2021,10.1016/j.pss.2021.105214,"['Space plasmas', 'Analysis tool', 'Database', 'Interoperability']","['Accessing, visualizing and analyzing heterogeneous plasma datasets has always been a tedious task that hindered students and senior researchers as well. Offering user friendly and versatile tools to perform basic research tasks is therefore pivotal for data centres including the Centre de Données de la Physique des Plasmas (CDPP http://www.cdpp.eu/) which holds a large variety of plasma data from various Earth, planetary and heliophysics missions and observatories in plasma physics. This clearly helps gaining increased attention, relevant feedback, and enhanced science return on data. These are the key ideas that crystallized at CDPP more than 15 years ago and resulted in the lay-out of the concepts, and then development, of AMDA, the Automated Multi-Dataset Analysis software (http://amda.cdpp.eu/). This paper gives a description of the architecture of AMDA, describes its functionalities, presents some use cases taken from the literature or fruitful collaborations and shows how it offers unique capabilities for educational purposes.']",https://insu.hal.science/insu-03195355v2,"['0.sdu', '1.sdu.astr', '0.phys', '1.phys.phys', '2.phys.phys.phys-space-ph']","['plasma' 'data' 'analysis' 'AMDA' 'dataset' 'physics' 'centre' 'research'
 'tool' 'data centre' 'CDPP']","['plasma datasets' 'data centres' 'CDPP' 'plasma physics' 'AMDA'
 'Automated Multi-Dataset Analysis' 'heliospheric' 'planetary plasma data'
 'online database' 'analysis tool']"
"['David Mimoun', 'Mark Wieczorek', 'Leon Alkalai', 'W. Bruce Banerdt', 'David Baratoux', 'Jean-Louis Bougeret', 'Sylvain Bouley', 'Baptiste Cecconi', 'Heino Falcke', 'Joachim Flohrer', 'Raphael Garcia', 'Robert Grimm', 'Matthias Grott', 'Leonid Gurvits', 'Ralf Jaumann', 'Catherine Johnson', 'Martin Knapmeyer', 'Naoki Kobayashi', 'Alexander Konovalenko', 'David S Lawrence', 'Mathieu Le Feuvre', 'Philippe Lognonné', 'Clive Neal', 'Jürgen Oberst', 'Nils Olsen', 'Huub Rottgering', 'Tilman Spohn', 'Susanne Vennerstrom', 'Graham Woan', 'Philippe Zarka']","[767634, 174431, 1147325, 1119381, 847903, 760519, 759136, 757438, 760520, 1051501, 1190117, 758036, 755767]","['mark-wieczorek', 'david-baratoux', 'baptiste-cecconi', 'philippe-lognonne']",Farside explorer: unique science from a mission to the farside of the moon,hal-02458577,2012,10.1007/s10686-011-9252-3,"['Moon', 'Farside', 'Radio astronomy', 'Geophysics', 'Impact flux', 'ESA’s Cosmic Vision program']","['Farside Explorer is a proposed Cosmic Vision medium-size mission to the farside of the Moon consisting of two landers and an instrumented relay satellite. The farside of the Moon is a unique scientific platform in that it is shielded from terrestrial radio-frequency interference, it recorded the primary differentiation and evolution of the Moon, it can be continuously monitored from the Earth–Moon L2 Lagrange point, and there is a complete lack of reflected solar illumination from the Earth. Farside Explorer will exploit these properties and make the first radio-astronomy measurements from the most radio-quiet region of near-Earth space, determine the internal structure and thermal evolution of the Moon, from crust to core, and quantify impact hazards in near-Earth space by the measurement of flashes generated by impact events. The Farside Explorer flight system includes two identical solar-powered landers and a science/telecommunications relay satellite to be placed in a halo orbit about the Earth–Moon L2 Lagrange point. One lander would explore the largest and oldest recognized impact basin in the Solar System.']",https://hal.science/hal-02458577,"['0.spi', '1.spi.other', '0.phys', '0.phys', '1.phys.astr']","['Moons' 'Radio-astronomy' 'Impact' 'Space' 'Mission' 'Farside'
 'Terrestrial']","['moon' 'farside' 'landers' 'relay' 'satellite' 'lagrange' 'point'
 'radioastronomy' 'space' 'evolution' 'thermal' 'structure' 'core' 'crust'
 'impact' 'hazards' 'solar' 'system']"
"['Jaime Álvarez-Muñiz', 'Rafael Alves Batista', 'Aswathi Balagopal V.', 'Julien Bolmont', 'Mauricio Bustamante', 'Washington Carvalho', 'Didier Charrier', 'Ismaël Cognard', 'Valentin Decoene', 'Peter Denton', 'Sijbrand de Jong', 'Krijn de Vries', 'Ralph Engel', 'Ke Fang', 'Chad Finley', 'Stefano Gabici', 'Quanbu Gou', 'Junhua Gu', 'Claire Guepin', 'Hongbo Hu', 'Yan Huang', 'Kumiko Kotera', 'Sandra Le Coz', 'Jean-Philippe Lenain', 'Guoliang Lü', 'Olivier Martineau-Huynh', 'Miguel Mostafá', 'Fabrice Mottez', 'Kohta Murase', 'Valentin Niess', 'Foteini Oikonomou', 'Tanguy Pierog', 'Xiangli Qian', 'Bo Qin', 'Duan Ran', 'Nicolas Renault-Tinacci', 'Markus Roth', 'Frank Schröder', 'Fabian Schüssler', 'Cyril Tasse', 'Charles Timmermans', 'Matías Tueros', 'Xiangping Wu', 'Philippe Zarka', 'Andreas Zech', 'B. Theodore Zhang', 'Jianli Zhang', 'Yi Zhang', 'Qian Zheng', 'Anne Zilles']","[832087, 4850, 749308, 737743, 738386, 832019, 838290, 755767]","['didier-charrier', 'ismael-cognard', 'valentin-decoene', 'jlenain', 'valentin-niess']",The Giant Radio Array for Neutrino Detection (GRAND): Science and design,hal-02392018,2020,10.1007/s11433-018-9385-7,"['Neutrino UHE', 'Cosmic radiatio', 'Observatory', 'Showers atmosp', 'Sensitivity', 'Performance', 'Air', 'Modular', 'Gamma ray', 'Radio wave det']","['The Giant Radio Array for Neutrino Detection (GRAND) is a planned large-scale observatory of ultra-high-energy (UHE) cosmic particles, with energies exceeding 108 GeV. Its goal is to solve the long-standing mystery of the origin of UHE cosmic rays. To do this, GRAND will detect an unprecedented number of UHE cosmic rays and search for the undiscovered UHE neutrinos and gamma rays associated to them with unmatched sensitivity. GRAND will use large arrays of antennas to detect the radio emission coming from extensive air showers initiated by UHE particles in the atmosphere. Its design is modular: 20 separate, independent sub-arrays, each of 10000 radio antennas deployed over 10000 km2. A staged construction plan will validate key detection techniques while achieving important science goals early. Here we present the science goals, detection strategy, preliminary design, performance goals, and construction plans for GRAND.']",https://hal.science/hal-02392018,"['0.phys', '1.phys.astr', '2.phys.astr.ep', '0.sdu', '1.sdu.astr']","['GRAND' 'Radio Array' 'Neutrino Detection' 'Ultra-high-energy'
 'Cosmic Rays' 'Origin' 'Radio Emission' 'Antennas' 'Air Showers'
 'Atmospheric']","['GRAND' 'Neutrino' 'Detection' 'Cosmic' 'UHE' 'Particles' 'Neutrinos'
 'Gamma' 'Rays' 'Antennas' 'Radio' 'Emission' 'Atmosphere' 'Arrays']"
"['L. K. Morabito', 'N. J. Jackson', 'S. Mooney', 'F. Sweijen', 'S. Badole', 'P. Kukreti', 'D. Venkattu', 'C. Groeneveld', 'A. Kappes', 'E. Bonnassieux', 'A. Drabent', 'M. Iacobelli', 'J. H. Croston', 'P. N. Best', 'M. Bondi', 'J. R. Callingham', 'J. E. Conway', 'A. T. Deller', 'M. J. Hardcastle', 'J. P. Mckean', 'G. K. Miley', 'J. Moldon', 'H. J. A. Röttgering', 'C. Tasse', 'T. W. Shimwell', 'R. J. van Weeren', 'J. M. Anderson', 'A. Asgekar', 'I. M. Avruch', 'I. M. van Bemmel', 'M. J. Bentum', 'A. Bonafede', 'W. N. Brouw', 'H. R. Butcher', 'B. Ciardi', 'A. Corstanje', 'A. Coolen', 'S. Damstra', 'F. de Gasperin', 'S. Duscha', 'J. Eislöffel', 'D. Engels', 'H. Falcke', 'M. A. Garrett', 'Jean-Mathias Griessmeier', 'A. W. Gunst', 'M. P. van Haarlem', 'M. Hoeft', 'A. J. van Der Horst', 'E. Jütte', 'M. Kadler', 'L. V. E. Koopmans', 'A. Krankowski', 'G. Mann', 'A. Nelles', 'J. B. R. Oonk', 'E. Orru', 'H. Paas', 'V. N. Pandey', 'R. F. Pizzo', 'M. Pandey-Pommier', 'W. Reich', 'H. Rothkaehl', 'M. Ruiter', 'D. J. Schwarz', 'A. Shulevski', 'M. Soida', 'Michel Tagger', 'C. Vocks', 'R. A. M. J. Wijers', 'S. J. Wijnholds', 'O. Wucknitz', 'Philippe Zarka', 'P. Zucca']","[774611, 755966, 766668, 766669, 761407, 737206, 760232, 4538, 935210]","['jean-mathias-griessmeier', 'michel-tagger']",Sub-arcsecond imaging with the International LOFAR Telescope. I. Foundational calibration strategy and pipeline,insu-03611703,2022,10.1051/0004-6361/202140649,"['Techniques high angular resolution', 'Radiation mechanisms non-thermal', 'Galaxies active', 'Galaxies jets', 'Astrophysics - Instrumentation and Methods for Astrophysics', 'Astrophysics - Astrophysics of Galaxies']","[""The International LOFAR Telescope is an interferometer with stations spread across Europe. With baselines of up to ~2000 km, LOFAR has the unique capability of achieving sub-arcsecond resolution at frequencies below 200 MHz. However, it is technically and logistically challenging to process LOFAR data at this resolution. To date only a handful of publications have exploited this capability. Here we present a calibration strategy that builds on previous high-resolution work with LOFAR. It is implemented in a pipeline using mostly dedicated LOFAR software tools and the same processing framework as the LOFAR Two-metre Sky Survey (LoTSS). We give an overview of the calibration strategy and discuss the special challenges inherent to enacting high-resolution imaging with LOFAR, and describe the pipeline, which is publicly available, in detail. We demonstrate the calibration strategy by using the pipeline on P205+55, a typical LoTSS pointing with an 8 h observation and 13 international stations. We perform in-field delay calibration, solution referencing to other calibrators in the field, self-calibration of these calibrators, and imaging of example directions of interest in the field. We find that for this specific field and these ionospheric conditions, dispersive delay solutions can be transferred between calibrators up to ~1.5° away, while phase solution transferral works well over ~1°. We also demonstrate a check of the astrometry and flux density scale with the in-field delay calibrator source. Imaging in 17 directions, we find the restoring beam is typically ~0.3'' ×0.2'' although this varies slightly over the entire 5 deg<SUP>2</SUP> field of view. We find we can achieve ~80-300 μJy bm<SUP>−1</SUP> image rms noise, which is dependent on the distance from the phase centre; typical values are ~90 μJy bm<SUP>−1</SUP> for the 8 h observation with 48 MHz of bandwidth. Seventy percent of processed sources are detected, and from this we estimate that we should be able to image roughly 900 sources per LoTSS pointing. This equates to ~ 3 million sources in the northern sky, which LoTSS will entirely cover in the next several years. Future optimisation of the calibration strategy for efficient post-processing of LoTSS at high resolution makes this estimate a lower limit.""]",https://insu.hal.science/insu-03611703,"['0.sdu', '0.sdu', '1.sdu.astr']","['LOFAR' 'Telescope' 'Interferometer' 'Calibration' 'Strategy' 'Pipeline'
 'Software' 'Tools' 'Imaging' 'Resolution' 'Noise' 'Astrometry' 'Flux'
 'Density' 'Scale' 'Beam' 'Field' 'Observation' 'Processing'
 'Optimisation']","['International LOFAR Telescope' 'LOFAR' 'interferometer'
 'sub-arcsecond resolution' 'frequencies' 'calibration' 'pipeline'
 'high-resolution imaging' 'LOFAR Two-metre Sky Survey' 'LoTSS']"
"['Lucie Guilbaud', 'Delphine Beghin', 'Ferdinand Dhombres', 'Eléonore Blondiaux', 'Stéphanie Friszer', 'Hubert Ducou Le Pointe', 'Elisabeth Elefant', 'Jean-Marie Jouannic']","[750020, 1327160, 14980, 980060]","['lucie-guilbaud', 'delphine-beghin', 'dhombres-ferdinand', 'jean-marie-jouannic']",Pregnancy outcome after first trimester exposure to ionizing radiations,hal-02314031,2019,10.1016/j.ejogrb.2018.11.001,"['Teratogenesis', 'Fetal exposure', 'Ionizing radiations', 'Pregnancy', 'Diagnostic radiations']","['OBJECTIVE: To evaluate the effects of ionizing radiation exposure during the first trimester of pregnancy in usual clinical situations. STUDY DESIGN: We conducted a prospective observational cohort study using data collected between 1987 and 2014. This database was authorized by the French ""Commission Nationale de l\'Informatique et des Libertés"". The exposed group consisted of 319 pregnant women exposed to sub diaphragmatic ionizing radiations for diagnostic purposes, during the first trimester of pregnancy, and the control group consisted of 319 pregnant women without any exposure or exposed to non-teratogenic agents. Data on maternal history and radiations exposure were collected on first contact, and pregnancy outcomes were documented at follow-up. An univariate analysis was performed to compare both groups for the main outcomes. RESULTS: Exposure to sub diaphragmatic ionizing radiation for diagnosis purpose (median fetal dose of 3.1\u2009mGy [0.2-130.0]) during the first trimester of pregnancy was not significantly associated with an increased risk of malformations (1.5% vs 1.8%, p\u2009=\u20091.00), miscarriage (7.8% vs 7.2%, p\u2009=\u20090.88), in utero fetal death (0.3% vs 0%, p\u2009=\u20091.00) or fetal growth restriction (5.4% vs 3.5%, p\u2009=\u20090.62). CONCLUSION: Pregnant women exposed to irradiant diagnostic procedures do not present a higher risk of malformations, miscarriage, in utero fetal death or fetal growth restriction and should be reassured, even if the examination focused on the pelvis.']",https://hal.sorbonne-universite.fr/hal-02314031,"['0.sdv', '1.sdv.mhep', '2.sdv.mhep.geo', '0.sdv', '1.sdv.spee']",['ionizing radiation' 'pregnancy' 'first trimester' 'prenatal exposure'],"['ionizing radiation' 'pregnancy' 'trimester' 'radiations exposure'
 'miscarriage' 'in utero fetal death' 'fetal growth restriction'
 'malformations']"
"['Paul Kuentz', 'Sylvie Fraitag', 'Marie Gonzales', 'Ferdinand Dhombres', 'Judith Saint-Onge', 'Yannis Duffourd', 'N. Joyé', 'Jean-Marie Jouannic', 'Arnaud Picard', 'Nathalie Marle', 'Julien Thevenon', 'Chrytel Thauvin-Robinet', 'Laurence Faivre', 'Jean-Baptiste Rivière', 'Pierre Vabres']","[995003, 14980, 994653, 994654, 980060, 995626, 995281, 995304, 856301, 994656, 899466]","['dhombres-ferdinand', 'jean-marie-jouannic']",Mosaic-activating FGFR2 mutation in two fetuses with papillomatous pedunculated sebaceous naevus,hal-01412205,2016,10.1111/bjd.14681,"['PPSN', 'Papillomatous', 'Naevus']","[""Papillomatous pedunculated sebaceous naevus (PPSN) has been described as a subtype of sebaceous naevus (SN), typically affecting the scalp and face. In contrast with Schimmelpenning syndrome, no cerebral, ocular or skeletal anomalies have hitherto been reported. We report two unrelated fetuses with PPSN, one with large pink exophytic tumours, the other with minor features but similar microscopic findings. We performed whole-exome sequencing in affected skin tissue from fetus 1, which identified a postzygotic de novo FGFR2 c.1144T>C (p.Cys382Arg) mutation in 34[middle dot]6% of reads which was absent in the parents' blood. Targeted deep sequencing of FGFR2 confirmed its mosaic status in additional affected skin from fetus 1, and identified the same substitution in 26% of reads in affected skin from fetus 2. FGFR2 p.Cys382Arg is a known somatic driver mutation in human cancer, previously reported to result in activation of RAS signalling. A similar paralogous missense mutation in the transmembrane domain of FGFR3 (p.Gly380Arg) has been reported in keratinocytic epidermal naevi. Our findings define a distinct clinical and molecular subgroup of SN, beside HRAS or KRAS-related SN, and expand the spectrum of mosaic skin conditions associated with receptor tyrosine kinase mutations.,""]",https://u-bourgogne.hal.science/hal-01412205,"['0.sdv', '1.sdv.mhep']","['FGFR2' 'PPSN' 'Sebaceous naevus' 'Mosaic' 'Mutation' 'RAS signalling'
 'Receptor tyrosine kinase']","['Papillomatous pedunculated sebaceous naevus' 'Sebaceous naevus' 'FGFR2'
 'Postzygotic de novo mutation' 'RAS signalling' 'FGFR3'
 'Keratinocytic epidermal naevi' 'HRAS' 'KRAS' 'Mosaic skin conditions'
 'Receptor tyrosine kinase mutations']"
"['Ferdinand Dhombres', 'Paul Maurice', 'Lucie Guilbaud', 'Loriane Franchinard', 'Barbara Dias', 'Jean Charlet', 'Eléonore Blondiaux', 'Babak Khoshnood', 'Davor Jurkovic', 'Eric Jauniaux', 'Jean-Marie Jouannic']","[14980, 999828, 750020, 182018, 837943, 999834, 999833, 980060]","['dhombres-ferdinand', 'lucie-guilbaud', 'jean-charlet', 'jean-marie-jouannic']",A Novel Intelligent Scan Assistant System for Early Pregnancy Diagnosis by Ultrasound: Clinical Decision Support System Evaluation Study,hal-02273256,2019,10.2196/14286,"['Decision support system', 'Ectopic pregnancy', 'Knowledge base', 'Medical ultrasound', 'Ontology', 'Decision support system']","['BACKGROUND: Early pregnancy ultrasound scans are usually performed by nonexpert examiners in obstetrics/gynecology (OB/GYN) emergency departments. Establishing the precise diagnosis of pregnancy location is key for appropriate management of early pregnancies, and experts are usually able to locate a pregnancy in the first scan. A decision-support system based on a semantic, expert-validated knowledge base may improve the diagnostic performance of nonexpert examiners for early pregnancy transvaginal ultrasound. OBJECTIVE: This study aims to evaluate a novel Intelligent Scan Assistant System for early pregnancy ultrasound to diagnose the pregnancy location and determine the image quality. METHODS: Two trainees performed virtual transvaginal ultrasound examinations of early pregnancy cases with and without the system. The ultrasound images and reports were blindly reviewed by two experts using scoring methods. A diagnosis of pregnancy location and ultrasound image quality were compared between scans performed with and without the system. RESULTS: Each trainee performed a virtual vaginal examination for all 32 cases with and without use of the system. The analysis of the 128 resulting scans showed higher quality of the images (quality score: +23%; P<.001), less images per scan (4.6 vs 6.3 [without the CDSS]; P<.001), and higher confidence in reporting conclusions (trust score: +20%; P<.001) with use of the system. Further, use of the system cost an additional 8 minutes per scan. We observed a correct diagnosis of pregnancy location in 39 (61%) and 52 (81%) of 64 scans in the nonassisted mode and assisted mode, respectively. Additionally, an exact diagnosis (with precise ectopic location) was made in 30 (47%) and 49 (73%) of the 64 scans without and with use of the system, respectively. These differences in diagnostic performance (+20% for correct location diagnosis and +30% for exact diagnosis) were both statistically significant (P=.002 and P<.001, respectively). CONCLUSIONS: The Intelligent Scan Assistant System is based on an expert-validated knowledge base and demonstrates significant improvement in early pregnancy scanning, both in diagnostic performance (pregnancy location and precise diagnosis) and scan quality (selection of images, confidence, and image quality).']",https://hal.sorbonne-universite.fr/hal-02273256,"['0.sdv', '1.sdv.ib', '2.sdv.ib.ima', '0.sdv', '1.sdv.mhep', '2.sdv.mhep.geo']","['Early pregnancy' 'Ultrasound' 'Pregnancy location'
 'Intelligent Scan Assistant System' 'Clinical Decision Support System'
 'Transvaginal ultrasound' 'Pregnancy diagnosis' 'Pregnancy scanning'
 'Scan quality' 'Image quality']","['Early pregnancy' 'Ultrasound' 'Transvaginal ultrasound'
 'Pregnancy location' 'Image quality' 'Diagnostic performance'
 'Intelligent Scan Assistant System' 'Clinical decision support system']"
"['Marie-Christine Jaulent', 'Damien Leprovost', 'Jean Charlet', 'Remy Choquet']","[1160040, 3452, 182018]","['marie-christine-jaulent', 'damien-leprovost', 'jean-charlet']",Semantic interoperability challenges to process large amount of data perspectives in forensic and legal medicine,hal-01431816,2016,10.1016/j.jflm.2016.10.002,"['Variety in Big Data', 'Knowledge Engineering', 'Semantic Interoperability', 'Ontology', 'Forensic Science']","['Although the Big Data approach seems promising in various analytic uses, sharing or integrating data within the same analysis space remains a complex task as existing data is highly heterogeneous and difficult to compare. In this position paper, we address the Variety and Veracity dimensions of Big Data when integrating, sharing and reusing large amount of heterogeneous data for data analysis and decision making applications in the healthcare domain. Many issues are raised by the necessity to conform Big Data to standards in order to make data more interoperable both by humans or computations such as data mining. In this paper, we discuss how ontologies (computerized meaning) can contribute to the improvement of information sharing and address the problem of data sharing together with semantic interoperability data frameworks. We then introduce the main steps required for building domain ontologies as they could be implemented in the context of Forensic and Legal medicine. We conclude with a particular emphasis on the current limitations in healthcare data standardization and the importance of knowledge formalisation. for the coming years, in order to maximise data re-use in forensic and legal medicine.']",https://hal.sorbonne-universite.fr/hal-01431816,"['0.sdv', '1.sdv.mhep']","['Big Data' 'Data Analysis' 'Data Integration' 'Data Sharing'
 'Interoperability' 'Ontologies' 'Data Mining' 'Healthcare'
 'Forensic Medicine' 'Legal Medicine']","['Big Data' 'data integration' 'Variety' 'Veracity' 'healthcare'
 'ontologies' 'semantic interoperability' 'data standardization'
 'Forensic medicine' 'Legal medicine']"
